Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation
gene-SYNPCC7002_RS12210	NC_010475.1	2559663	2562269	-	protein-coding	SYNPCC7002_RS12210	SYNPCC7002_RS12210	SYNPCC7002_A2461	EAL domain-containing protein	3260.49116939334	3168.9089998055592	3254.3840363270474	3254.0324993930017	2018.1043950745825	1834.905767104432	1993.6624337646144	2407.343676134683	2141.7731616434844	1906.393685244023	1995.1954645002256	1985.8615477628864	1920.7897511708215	1989.0590631603416	1949.0769831427576	2053.2334667723835
gene-SYNPCC7002_RS12215	NC_010475.1	2562688	2563125	+	protein-coding	mscL	SYNPCC7002_RS12215	SYNPCC7002_A2462	large conductance mechanosensitive channel protein MscL	13911.652847370347	12800.161281244886	12717.67068364423	12386.787392844126	12386.445879997267	10924.069682046676	10150.40000444024	11289.611722562651	11075.528061433562	9482.91657201008	10020.168739481103	11435.140168682708	9366.183477192557	9062.804956030865	8198.948970620479	9632.509581016977
gene-SYNPCC7002_RS12220	NC_010475.1	2563181	2564140	-	protein-coding	SYNPCC7002_RS12220	SYNPCC7002_RS12220	SYNPCC7002_A2463	cation diffusion facilitator family transporter	775.6678271162323	847.0313454248998	678.9161751093122	759.1859210717386	479.3364777443264	483.1478494677857	498.4156084411536	502.95415546018734	415.5505536449587	429.53515578516226	379.8581374449062	448.50750602535936	514.8306033828699	474.347662465451	444.6923213966486	453.13367361717343
gene-SYNPCC7002_RS12225	NC_010475.1	2564210	2566252	-	protein-coding	SYNPCC7002_RS12225	SYNPCC7002_RS12225	SYNPCC7002_A2464	thioredoxin domain-containing protein	1906.1505188729343	1748.5425017347088	1730.3924692556657	1861.5291781951007	1271.7090225869883	1127.3449820915	1359.677779827467	1569.9005920432062	1310.672054353567	1210.387645777325	1243.941375840621	1249.1564475043642	1550.3868170575738	1574.3686220479078	1386.6410683739468	1536.278148983777
gene-SYNPCC7002_RS12230	NC_010475.1	2566388	2567671	+	protein-coding	SYNPCC7002_RS12230	SYNPCC7002_RS12230	SYNPCC7002_A2465	TonB family protein	2349.389277225067	2713.6134374102453	2639.0756864191812	2527.969873306941	2873.0841533369116	3091.6182061572517	2996.4746379482153	2885.068739654311	2748.2208883914495	3449.538504175902	3107.502832315384	3040.484619159866	2935.713440664151	3014.144732506692	3051.871888923099	3010.5581293438768
gene-SYNPCC7002_RS12235	NC_010475.1	2567849	2571391	+	protein-coding	metH	SYNPCC7002_RS12235	SYNPCC7002_A2466	methionine synthase	5086.052823111341	5423.335459757283	6153.083499078662	5505.0916266196755	6547.344990903625	6564.298377377439	6424.909469878764	6043.588282277267	6865.314188789822	6793.018945194974	6685.1271218645625	6814.9724861323175	7425.743702991852	7892.213868750325	7806.820753407831	7681.390744918885
gene-SYNPCC7002_RS12240	NC_010475.1	2571384	2571785	+	protein-coding	SYNPCC7002_RS12240	SYNPCC7002_RS12240	SYNPCC7002_A2467	DCC1-like thiol-disulfide oxidoreductase family protein	524.9469133008845	501.99254315380733	686.7048883992852	641.2669909227251	620.2027079385774	641.5569804408302	723.699463456555	510.2787305397046	554.0674048599449	689.3774105193962	695.7797567060163	629.5316199030647	633.7132427136471	624.9457700273349	653.8974560489727	486.8679712506451
gene-SYNPCC7002_RS12245	NC_010475.1	2571857	2573239	+	protein-coding	asnS	SYNPCC7002_RS12245	SYNPCC7002_A2468	asparagine--tRNA ligase	1741.6149191816123	1795.2394824932026	1607.07117549776	1559.444727925718	2656.8936194971234	2554.7872623041567	2550.55880692953	2581.5057946920942	2738.9088311669125	2655.428756289136	2539.59611197696	2743.2808501069167	2671.420630912258	2584.1762225111684	2651.333415041011	2720.625517250796
gene-SYNPCC7002_RS12250	NC_010475.1	2573441	2573968	-	protein-coding	SYNPCC7002_RS12250	SYNPCC7002_RS12250	SYNPCC7002_A2469	NAD(P)H-dependent oxidoreductase	690.601802786025	738.0717236550811	654.2519163577311	757.8609892723115	502.8141827767016	369.6213056037705	438.6057354282152	472.84201346661627	636.7119127277098	497.1471710476415	515.2531171282392	517.8550521377141	752.5958820444242	603.8474844268777	575.0512997729711	591.7178152465706
gene-SYNPCC7002_RS12255	NC_010475.1	2574124	2575338	-	protein-coding	SYNPCC7002_RS12255	SYNPCC7002_RS12255	SYNPCC7002_A2470	DUF790 family protein	278.70315866081074	263.3190859437284	241.45011198916268	283.53540507740325	175.1045500331315	190.97100789528145	180.09417318340348	191.2527937429515	203.70125178674445	192.23023947175471	176.76566791990686	219.7506656027865	168.99019805697256	281.5529837026526	216.5641092380842	237.96355898205687
gene-SYNPCC7002_RS12260	NC_010475.1	2575518	2576396	+	protein-coding	SYNPCC7002_RS12260	SYNPCC7002_RS12260	SYNPCC7002_A2471	tetratricopeptide repeat protein	3267.206908156251	3804.5067934628346	4695.295994972051	4923.44656667117	1660.069393330861	1829.625462738664	2046.1622111870824	1753.8288107066403	1813.5231444785593	1913.0223141913243	1954.765019178119	1880.4893023713864	2848.2708381811826	3075.257008039051	3424.025746545826	2726.0959438940613
gene-SYNPCC7002_RS12265	NC_010475.1	2576400	2577002	+	protein-coding	SYNPCC7002_RS12265	SYNPCC7002_RS12265	SYNPCC7002_A2472	ribonuclease HII	726.4190761882176	719.9117866934447	774.9769723523124	900.9536236104402	493.0318056798786	640.6769297132022	649.2693992626761	565.6199644738352	464.43885407377735	547.5247510471359	536.8787041609937	570.9914835744535	878.3560294356597	870.8499263361116	896.7436173790574	899.8851828172036
gene-SYNPCC7002_RS12270	NC_010475.1	2577051	2577545	+	protein-coding	scpB	SYNPCC7002_RS12270	SYNPCC7002_A2473	SMC-Scp complex subunit ScpB	205.9493220626071	242.56487227328677	251.83506304246	254.38690549000663	187.82164025900136	195.37126153342157	187.40426877387375	222.99261908752644	190.89717310300625	224.0476584188038	174.88518209097168	215.24757819289337	201.41273605627543	171.69639316234114	207.102570484964	217.9053279567494
gene-SYNPCC7002_RS12275	NC_010475.1	2577634	2578773	+	protein-coding	SYNPCC7002_RS12275	SYNPCC7002_RS12275	SYNPCC7002_A2474	glycosyltransferase family 1 protein	1705.7976457794198	1591.5887608519938	1274.7527417922458	1498.4978651520703	2324.292798205142	2802.0815167676315	2638.279954015173	2276.315166378874	2443.2510142878664	2631.565692078849	2534.8948974046216	2493.8098075988355	2389.4428004334723	2334.634430754037	2342.256482439085	2357.753883247506
gene-SYNPCC7002_RS12280	NC_010475.1	2578861	2579592	+	protein-coding	SYNPCC7002_RS12280	SYNPCC7002_RS12280	SYNPCC7002_A2475	hypothetical protein	974.9014104159282	848.3284837793024	850.267867488718	995.0237813697656	896.0657420689856	947.814633655383	960.945293074544	869.1829094360519	950.99384405583	959.8254715693132	909.2148982901592	864.5927826994879	799.7559373161375	744.2602127333686	905.1538740484976	838.7987519674035
gene-SYNPCC7002_RS16735	NC_010475.1	2579605	2579781	-	protein-coding	SYNPCC7002_RS16735	SYNPCC7002_RS16735	NA	hypothetical protein	19.027926494914787	19.457075316039045	19.471783224932473	11.92438619484406	5.869426258093792	7.0404058210242	5.316433156705639	13.835308483532662	11.640071530671111	2.6514515789207547	11.282914973611076	9.006174819786333	7.860009211952212	3.6376354483546858	7.3589745857601425	7.2939021910209005
gene-SYNPCC7002_RS12285	NC_010475.1	2579803	2581026	+	protein-coding	chlP	SYNPCC7002_RS12285	SYNPCC7002_A2476	geranylgeranyl reductase	82204.00032741335	83428.04754011221	74584.71846478134	79348.84053589066	57248.42724602749	62599.76835763667	57007.44818520997	52270.6092924619	61608.57059753606	63272.91475357543	59397.025392746575	63523.25285639894	39032.80574655468	35973.304475869154	36580.41138372999	39329.63235175857
gene-SYNPCC7002_RS12290	NC_010475.1	2581216	2582886	+	protein-coding	SYNPCC7002_RS12290	SYNPCC7002_RS12290	SYNPCC7002_A2477	sensor domain-containing diguanylate cyclase	2183.7343877399267	2017.0501410960476	1878.3780217651529	2143.7396514730767	1671.8082458470485	1980.1141371630565	1745.783737833214	1653.726284619904	1613.3139141510162	1662.4601399833132	1547.6398372136523	1609.4034402958175	1878.5422016565783	1693.6830647539414	1934.3590339712375	1881.826765283392
gene-SYNPCC7002_RS12295	NC_010475.1	2583130	2583453	+	protein-coding	SYNPCC7002_RS12295	SYNPCC7002_RS12295	SYNPCC7002_A2478	divalent-cation tolerance protein CutA	721.9419170129435	924.859646689056	878.8264828852856	940.7015775932538	412.8163134859301	462.9066827323411	404.0489199096285	388.2024792144164	426.0266180225627	417.60362368001887	450.37635602997545	461.1161507730602	424.44049744541945	456.1594852236775	425.76924389040823	431.2519670441107
gene-SYNPCC7002_RS12300	NC_010475.1	2583681	2584559	+	protein-coding	SYNPCC7002_RS12300	SYNPCC7002_RS12300	SYNPCC7002_A2479	phosphatidate cytidylyltransferase	4679.750627955219	4306.499336616642	4513.5593515393475	4737.956114751374	3219.380302564445	3351.2331708075194	3106.7906259498573	3060.044699887224	3334.8804935372737	3022.6547999696604	3031.343156243509	3257.533432316716	3220.638774597419	3411.3745234670237	3483.9488253155873	3848.4451435374026
gene-SYNPCC7002_RS12305	NC_010475.1	2584693	2585055	-	protein-coding	SYNPCC7002_RS12305	SYNPCC7002_RS12305	SYNPCC7002_A2480	DUF1815 family protein	3347.7957733111843	3463.35940625495	3994.311798874481	3912.523603708279	3044.2757525313136	2878.64593007127	2695.4316104497584	3121.082825549868	2879.753696688033	2737.6237552356793	2879.964047014227	2824.3364234849937	3753.154398707182	3746.036984715655	3797.2308862522336	3849.35688131128
gene-SYNPCC7002_RS12310	NC_010475.1	2585278	2585676	+	protein-coding	SYNPCC7002_RS12310	SYNPCC7002_RS12310	SYNPCC7002_A2481	DUF4281 domain-containing protein	698.4368313427545	767.9059058063409	819.113014328826	763.1607164700199	671.071068842057	674.9989080906952	654.5858324193817	655.1425487790466	611.1037553602333	613.8110405201547	693.8992708770812	662.854466736274	710.3483325301811	782.8191484859283	786.3589985926552	708.420250302905
gene-SYNPCC7002_RS12315	NC_010475.1	2585689	2586033	+	protein-coding	SYNPCC7002_RS12315	SYNPCC7002_RS12315	SYNPCC7002_A2482	hypothetical protein	513.7540153626993	524.0438951786516	482.90022397832536	528.64778797142	403.0339363891071	393.3826752497272	379.46041655986494	405.2931543999568	381.7943462060125	403.0206399959547	421.2288256814802	445.80565357942345	525.6381160493041	566.0160757639891	494.1025793296096	521.5140066579944
gene-SYNPCC7002_RS12320	NC_010475.1	2586104	2587498	+	protein-coding	SYNPCC7002_RS12320	SYNPCC7002_RS12320	SYNPCC7002_A2483	hypothetical protein	1173.015703921806	1045.493513648498	1073.5443151346103	1136.7914839084672	965.5206194564288	858.9295101649524	862.5912796754898	1014.046727675394	952.157851208897	820.6242636759736	849.0393517642335	979.871820392753	1018.8536940993056	1001.8048024768804	923.025669471058	1122.349199643341
gene-SYNPCC7002_RS12325	NC_010475.1	2587653	2587883	+	protein-coding	SYNPCC7002_RS12325	SYNPCC7002_RS12325	SYNPCC7002_A2484	hypothetical protein	194.75642412442195	181.5993696163644	236.257636462514	258.361700888288	118.36676287155817	125.84725405080758	117.62608359211224	130.2146680803074	128.04078683738223	121.96677263035473	135.3949796833329	132.39076985085907	148.357673875598	158.60090554826428	139.8205171294427	148.61325714205086
gene-SYNPCC7002_RS12330	NC_010475.1	2587880	2588308	+	protein-coding	SYNPCC7002_RS12330	SYNPCC7002_RS12330	SYNPCC7002_A2485	PIN domain-containing protein	203.7107424749701	172.5194011355462	176.5441679060544	190.79017911750495	111.51909890378208	105.606087315363	120.94885431505328	135.09771813331892	130.36880114351646	104.73233736736982	102.48647767696728	140.49632718866678	120.84764163376526	130.95487614076868	140.87179921312273	151.34847046368367
gene-SYNPCC7002_RS12335	NC_010475.1	2588421	2588618	+	protein-coding	SYNPCC7002_RS12335	SYNPCC7002_RS12335	SYNPCC7002_A2486	hypothetical protein	785.7414352605989	837.9513769440815	778.871328997299	780.3848298625725	274.88479642072593	368.7412548761425	362.8465629451598	280.77537804816285	272.377673817704	409.64926894325663	341.30817795173505	326.02352847626526	451.9505296872522	432.1510912645366	423.6666797230482	458.6041002604391
gene-SYNPCC7002_RS12340	NC_010475.1	2588869	2590260	-	protein-coding	argH	SYNPCC7002_RS12340	SYNPCC7002_A2487	argininosuccinate lyase	1119.289793818517	1077.9219725085632	825.6036087371368	873.1300558224707	2439.724847947653	2197.486666887178	2161.130078200842	2276.315166378874	2239.549762501122	2130.4413436628265	2064.773440170827	2328.9968083967456	1407.92415009094	1433.955893741417	1326.7179896041855	1536.278148983777
gene-SYNPCC7002_RS12345	NC_010475.1	2590516	2593788	+	protein-coding	carB	SYNPCC7002_RS12345	SYNPCC7002_A2488	carbamoyl-phosphate synthase large subunit	8085.749470544966	8423.616473490503	7599.187933250313	8437.165698751887	12132.104075479869	13449.815270339106	13153.520183834336	12586.061511637212	11820.492639396514	13434.905150391463	13078.778940244172	12290.726776562407	8556.602528361476	8194.865138053436	8880.179760845132	8222.962982602188
gene-SYNPCC7002_RS12350	NC_010475.1	2594006	2595160	+	protein-coding	alr	SYNPCC7002_RS12350	SYNPCC7002_A2489	alanine racemase	419.73367268194386	373.57584606794967	390.7337833803117	340.5074724527693	373.68680509863816	520.9900307557908	453.8904807537439	468.7728050891066	396.92643919588494	505.1015257844038	472.00194306273	486.333440268462	384.15795023416433	413.23538693309223	356.3846263675269	358.31294513390174
gene-SYNPCC7002_RS12355	NC_010475.1	2595181	2596887	-	protein-coding	SYNPCC7002_RS12355	SYNPCC7002_RS12355	SYNPCC7002_A2490	transglutaminase	1804.2951476354497	1931.439009705476	2040.642881972923	1845.629996601975	1334.3162360066556	1476.725120959826	1323.791856019704	1636.6356094343637	1255.963718159413	1369.47474051257	1317.2803231690932	1163.5977867163942	1055.2062367045844	910.8639162680132	981.897466157139	910.826036103735
gene-SYNPCC7002_RS12360	NC_010475.1	2596975	2597574	+	protein-coding	yqeK	SYNPCC7002_RS12360	SYNPCC7002_A2491	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	66.0380978352925	51.88553417610411	48.0303986215001	47.69754477937624	75.324303645537	74.80431184838213	85.06293050729022	67.54885906665946	69.84042918402668	67.61201526247925	87.44259104548584	61.24198877454706	112.98763242181305	101.8537925539312	112.48718295376216	100.29115512653738
gene-SYNPCC7002_RS12365	NC_010475.1	2597602	2598120	-	protein-coding	SYNPCC7002_RS12365	SYNPCC7002_RS12365	SYNPCC7002_A2492	phosphate-starvation-inducible PsiE family protein	63870.03350466603	74489.46713992387	70416.45873576413	75929.19156156927	4405.982644409074	4314.0086668325785	3738.117063308652	4060.256119079085	4285.8743375931035	3884.376563118906	3752.5094716401504	4524.702229460653	4220.824946818338	3583.070916629365	3502.871902821828	3986.117547392922
gene-SYNPCC7002_RS12370	NC_010475.1	2598334	2598663	-	protein-coding	SYNPCC7002_RS12370	SYNPCC7002_RS12370	SYNPCC7002_A2493	Mo-dependent nitrogenase C-terminal domain-containing protein	77050.79011667288	98050.68820929276	104402.50917656127	126778.74909178264	4676.954489991071	5363.029134165185	4842.606051614248	4078.9744776156294	5061.103101535799	4874.693727845808	5381.010199498016	4625.57138744226	4820.150649229694	4972.647657900855	4774.923224074652	4342.607016979068
gene-SYNPCC7002_RS12375	NC_010475.1	2598901	2600160	+	protein-coding	SYNPCC7002_RS12375	SYNPCC7002_RS12375	SYNPCC7002_A2494	insulinase family protein	1769.5971640270752	1827.6679413532677	2321.03656041195	2387.5271025676666	748.3518479069586	732.2022053865168	750.9461833846714	706.4145743356677	892.7934864024743	767.5952320975586	729.6285016268496	757.4193023440306	1117.103809248708	1244.798850426973	1285.717988340665	1306.520229966619
gene-SYNPCC7002_RS12380	NC_010475.1	2600161	2600703	+	protein-coding	SYNPCC7002_RS12380	SYNPCC7002_RS12380	SYNPCC7002_A2495	pyridoxamine 5'-phosphate oxidase family protein	396.228587011755	474.7526377113527	595.8365666829337	673.065354108976	156.5180335491678	141.68816714811203	164.1448737132866	134.283876457817	124.5487653781809	174.9958042087698	184.28761123564755	146.8006495625172	243.66028557051857	253.1794272054861	276.48718800784536	246.1691989469554
gene-SYNPCC7002_RS12385	NC_010475.1	2600688	2601113	-	protein-coding	SYNPCC7002_RS12385	SYNPCC7002_RS12385	SYNPCC7002_A2497	secondary thiamine-phosphate synthase enzyme YjbQ	570.8377948474437	547.3923855578985	606.221517736231	514.0735381777217	489.1188548411494	470.8271392809934	376.1376458369239	415.0592545059798	462.11083976764314	357.9459631543019	419.348339852545	411.5821892642354	397.9129663550807	403.0500076776991	383.7179605432074	407.5467849232928
gene-SYNPCC7002_RS12390	NC_010475.1	2601180	2601692	+	protein-coding	SYNPCC7002_RS12390	SYNPCC7002_RS12390	SYNPCC7002_A2496	gamma carbonic anhydrase family protein	706.2718598994842	657.6491456821198	612.7121121445418	683.6648085043929	454.8805350022689	435.6251101758723	456.5486973320967	484.23579692364314	436.5026824001667	432.18660736408305	375.15692287256826	416.9858941561072	623.8882311987068	600.209848978523	582.4102743587313	580.7769619600392
gene-SYNPCC7002_RS12395	NC_010475.1	2601656	2602078	-	protein-coding	SYNPCC7002_RS12395	SYNPCC7002_RS12395	SYNPCC7002_A2498	transcriptional repressor	320.1168810320959	321.6903118918455	240.1519931075005	197.4148381146406	388.36037074387264	359.9407475998622	348.8909259088075	425.6391962875048	360.84221745080447	404.3463657854151	381.7386232738414	362.04822775541055	243.66028557051857	268.4574960885758	226.0256479912044	275.344807711039
gene-SYNPCC7002_RS12400	NC_010475.1	2602078	2602950	-	protein-coding	SYNPCC7002_RS12400	SYNPCC7002_RS12400	SYNPCC7002_A2499	metal ABC transporter permease	580.9114029918103	433.2442103704694	525.7381470731767	525.9979243725659	892.1527912302565	920.533061098914	1028.0652616779528	1058.8080198279995	1013.850230321454	1124.2154694624	937.4221857241868	937.5427987397572	538.4106310187265	604.5750115165487	600.2820697812916	557.9835176130989
gene-SYNPCC7002_RS12405	NC_010475.1	2602898	2603701	-	protein-coding	SYNPCC7002_RS12405	SYNPCC7002_RS12405	SYNPCC7002_A2500	metal ABC transporter ATP-binding protein	418.61438288812536	364.4958775871314	306.3560560722709	360.3814494441761	867.6968484881991	861.5696623478365	1001.4830958944248	945.6840269332324	1039.4583876889303	1189.1760331459586	1017.342833453932	889.8100721948897	487.32057114103714	586.3868342747753	523.5384776726502	517.8670555624839
gene-SYNPCC7002_RS12410	NC_010475.1	2603709	2604680	-	protein-coding	SYNPCC7002_RS12410	SYNPCC7002_RS12410	SYNPCC7002_A2501	zinc ABC transporter substrate-binding protein	582.0306927856288	539.6095554314828	369.963881273717	592.2445143439218	1359.7504164583952	1518.0875051583432	1727.1762217847445	1614.6618841958118	1785.5869728049486	1906.393685244023	1895.5297155666608	1900.302886974916	744.7358728324721	836.6561531215776	791.6154090110554	693.8324459208632
gene-SYNPCC7002_RS12415	NC_010475.1	2604758	2605372	-	protein-coding	SYNPCC7002_RS12415	SYNPCC7002_RS12415	SYNPCC7002_A2502	class I SAM-dependent methyltransferase	414.13722371285127	398.22147480159913	316.7410071255682	389.5299490315727	342.3831983888046	331.77912431576544	300.37847335386857	372.73948737988	304.96987410358315	310.2198347337283	321.56307674791566	354.84328789958147	363.5254260527898	449.6117414166391	380.56411429216735	383.8416028024749
gene-SYNPCC7002_RS16200	NC_010475.1	2605761	2606429	+	protein-coding	SYNPCC7002_RS16200	SYNPCC7002_RS16200	SYNPCC7002_A2503	hypothetical protein	2180.376518358471	2286.854918811789	2513.158154897951	2451.123828940168	1462.4653759750367	1556.809737173976	1466.0064429615798	1530.8361916191138	1487.6011416197682	1415.875143143683	1529.7752218387684	1449.093528503621	1842.1896590512997	1844.2811723158256	1813.461594348035	1787.006036800121
gene-SYNPCC7002_RS16205	NC_010475.1	2606670	2610953	+	protein-coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	SYNPCC7002_A2504	PAS domain S-box protein	3132.892132898029	3098.863528667818	3689.253861683872	3432.8982923156627	1876.259927170649	1979.2340864354285	1834.8339932080337	1918.2248291580283	1818.1791730908276	1809.6157026134151	1929.378460487494	2016.48254215016	2229.295112739946	2221.140204765371	2025.8205752513993	2033.175235747076
gene-SYNPCC7002_RS12430	NC_010475.1	2611109	2612251	+	protein-coding	carA	SYNPCC7002_RS12430	SYNPCC7002_A2505	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	2830.6838885670295	2996.3895986700127	2641.6719241825053	2966.522298917317	3269.2704257582427	3434.8379899321817	3813.876235791707	3725.767190447796	2940.282068647523	3563.5509220694944	3378.29279168205	2954.025340889917	2342.282745161759	2441.580912935665	2681.820595467732	2412.458149680163
gene-SYNPCC7002_RS12435	NC_010475.1	2612248	2613393	-	protein-coding	dprA	SYNPCC7002_RS12435	SYNPCC7002_A2506	DNA-processing protein DprA	303.3275341248181	289.26185303178045	188.2272378410139	227.8882695014643	324.7749196145232	367.8612041485145	338.2580595953962	345.06887041281465	349.2021459201334	316.8484636810302	378.9178945304386	345.8371130797952	352.7179133863555	318.6568652758704	285.94872676096554	393.8707183151286
gene-SYNPCC7002_RS12440	NC_010475.1	2613507	2614598	+	protein-coding	SYNPCC7002_RS12440	SYNPCC7002_RS12440	SYNPCC7002_A2507	Fe(3+) ABC transporter substrate-binding protein	4558.86733022282	4283.150846237395	3381.5996867299395	3741.607401582181	14768.454703073665	18059.5209816547	17034.516388229455	11759.19836932726	15402.142649384015	16796.945752462983	16792.738452391153	15317.702133492594	5828.196830662565	6074.123671662654	6023.846339486517	5807.769619600392
gene-SYNPCC7002_RS12445	NC_010475.1	2615092	2615814	+	protein-coding	SYNPCC7002_RS12445	SYNPCC7002_RS12445	SYNPCC7002_A2508	heme oxygenase (biliverdin-producing)	14513.83075644471	13180.22281908485	11464.98596284024	12221.170917915735	22058.282115626156	22362.969039755742	20557.31790869153	17514.68669847685	25206.574899668292	22882.027126086115	22567.71043305109	24402.230674211067	14678.567203320756	13579.29312870804	12694.231160436246	14855.85528756182
gene-SYNPCC7002_RS12450	NC_010475.1	2615881	2617086	-	protein-coding	SYNPCC7002_RS12450	SYNPCC7002_RS12450	SYNPCC7002_A2509	S-layer homology domain-containing protein	601.0586192805437	605.7636115060155	510.1607204932308	506.12394738115904	1153.3422597154304	1242.6316274107712	1099.1725551488908	1170.3043293717628	1202.419389118326	1336.3315957760603	1277.7901207614543	1210.429895779283	1121.0338138546842	1250.6190671443408	1105.9487520313814	1112.3200841306873
gene-SYNPCC7002_RS12460	NC_010475.1	2619397	2619606	+	protein-coding	SYNPCC7002_RS12460	SYNPCC7002_RS12460	SYNPCC7002_A2511	ferredoxin-thioredoxin reductase variable chain	1654.3103152637682	1722.5997346466568	2015.978623221342	1715.7866802581177	2380.052347657033	2602.31000159607	2589.767501460234	1893.8095788929709	2728.4327667893085	2729.669400498917	2708.839836581126	2537.0394467338097	1825.4871394759011	1827.548049253394	1711.4872322310732	1683.9796683519503
gene-SYNPCC7002_RS16485	NC_010475.1	2619687	2619887	-	protein-coding	SYNPCC7002_RS16485	SYNPCC7002_RS16485	SYNPCC7002_A2512	chaperone DnaJ domain-containing protein	34.697983608374024	41.508427340883294	37.64544756820278	37.0980903839593	49.89012319379724	43.122485653773225	43.86057354282151	71.61806744416907	43.06826466348311	25.188789999747172	43.251174065509126	29.7203769052949	37.33504375677301	49.47184209762372	36.794872928800714	37.381248728982115
gene-SYNPCC7002_RS12465	NC_010475.1	2620009	2623641	+	protein-coding	SYNPCC7002_RS12465	SYNPCC7002_RS12465	SYNPCC7002_A2513	hydantoinase B/oxoprolinase family protein	1129.3634019628837	1062.3563122557318	1091.7179794778806	1071.8698257365384	1122.0386530055966	1371.999084372091	1432.7787357321697	1225.6455633058931	1210.5674391897956	1280.6511126187245	1230.7779750380748	1061.828011252809	1308.6915337900432	1324.0993032011054	1241.564140826104	1368.5183985902963
gene-SYNPCC7002_RS12470	NC_010475.1	2623638	2625179	-	protein-coding	SYNPCC7002_RS12470	SYNPCC7002_RS12470	SYNPCC7002_A2514	pentapeptide repeat-containing protein	1765.1200048518012	1533.2175349038766	2171.752889020802	1906.5768593756227	395.2080347116487	438.2652623587565	451.23226417539104	442.7298714730452	448.1427539308378	460.026848942751	411.8263965368043	354.84328789958147	393.9829617491046	393.59215551197696	338.51283094496654	394.78245608900625
gene-SYNPCC7002_RS12475	NC_010475.1	2625373	2626554	+	protein-coding	SYNPCC7002_RS12475	SYNPCC7002_RS12475	SYNPCC7002_A2515	RtcB family protein	1711.3940947485123	1551.3774718655131	1761.5473224155578	1697.2376350661382	1015.410742650226	957.4951916592912	923.0657068330164	1016.4882527018996	932.369729606756	939.9395847274076	897.9319833165481	1001.4866399602402	1279.2164992452224	1484.1552629287116	1484.410302156189	1431.4283049878518
gene-SYNPCC7002_RS12480	NC_010475.1	2626551	2627462	-	protein-coding	argB	SYNPCC7002_RS12480	SYNPCC7002_A2516	acetylglutamate kinase	1087.9496795915984	837.9513769440815	578.9610212213255	645.2417863210064	2067.0162805586974	2002.9954560813849	1935.1816690408525	2308.8688333989508	1756.4867939782707	2131.7670694522867	1926.5577317440911	1774.2164394979077	1194.721400216736	1172.0461414598797	1265.7436287507444	1230.845994734777
gene-SYNPCC7002_RS12485	NC_010475.1	2627598	2628158	-	protein-coding	SYNPCC7002_RS12485	SYNPCC7002_RS12485	SYNPCC7002_A2517	shikimate kinase	829.3937372195211	645.9749004924963	616.6064687895283	622.7179457307454	1160.1899236832064	1195.108888118858	1129.0774916553598	1097.8724202520918	1306.0160257412988	1117.5868405150982	1191.2877726304362	1276.1749719637232	950.0786134947236	979.9789897867522	929.333361973138	983.765058013944
gene-SYNPCC7002_RS12490	NC_010475.1	2628215	2628424	-	protein-coding	SYNPCC7002_RS12490	SYNPCC7002_RS12490	SYNPCC7002_A2518	lipopolysaccharide assembly protein LapA domain-containing protein	252.95949340298483	246.45628733649457	192.1215944860004	276.91074608026764	326.7313950338878	282.496283568596	300.37847335386857	291.3553198296878	329.41402431799247	331.43144736509436	297.11676097175837	271.0858620755686	287.87283738774977	299.74116094442604	265.9743671710452	284.46218544981514
gene-SYNPCC7002_RS12495	NC_010475.1	2628428	2629654	-	protein-coding	SYNPCC7002_RS12495	SYNPCC7002_RS12495	SYNPCC7002_A2519	bifunctional sterol desaturase/short chain dehydrogenase	2124.412028667545	1980.7302671727748	1620.0523643143815	1585.94336391426	2674.501898271405	2756.3188789309743	2772.5198912219903	2783.3385302165707	2724.9407453301073	2585.165289447736	2603.5326301607556	2729.7715878772374	2710.720676972019	2659.8390398369456	2813.2308559277344	2723.360730572429
gene-SYNPCC7002_RS12500	NC_010475.1	2630007	2630195	+	protein-coding	SYNPCC7002_RS12500	SYNPCC7002_RS12500	SYNPCC7002_A2520	hypothetical protein	451.0737869088624	520.1524801154438	628.2895387244878	522.0231289742844	118.36676287155817	130.2475076889477	145.53735766481685	120.44856797428434	105.92465092910712	116.6638694725132	124.11206470972184	78.35372093214109	727.0508521055796	706.4288040704798	677.0256618899331	682.8915926343318
