Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	Z-Scaled expression 0.04%	Z-Scaled expression 4%	Z-Scaled expression 8%	Z-Scaled expression 30%	DE in ≥1 pairwsie comparisons	0.04->30% log2FC	0.04->30% FDR	0.04->4% log2FC	0.04->4% FDR	0.04->8% log2FC	0.04->8% FDR	4->30% log2FC	4->30% FDR	4->8% log2FC	4->8% FDR	8->30% log2FC	8->30% FDR	KEGG orthology 1	KEGG orthology 2	KEGG orthology 3	KEGG orthology 4	KEGG orthology 5	KEGG orthology 6	KEGG orthology 7	KEGG orthology 8	KEGG orthology 9	KEGG orthology 10	KEGG orthology 11	KEGG pathway 1	KEGG pathway 2	KEGG pathway 3	KEGG pathway 4	KEGG pathway 5	KEGG pathway 6	KEGG pathway 7	KEGG pathway 8	KEGG pathway 9	KEGG pathway 10	KEGG pathway 11	KEGG pathway 12	KEGG pathway 13	KEGG pathway 14	KEGG pathway 15	KEGG pathway 16	KEGG pathway 17	KEGG pathway 18	KEGG pathway 19	KEGG pathway 20	KEGG pathway 21	KEGG pathway 22	KEGG pathway 23	KEGG pathway 24	KEGG pathway 25	KEGG pathway 26	KEGG pathway 27
gene-SYNPCC7002_RS11550	NC_010475.1	2409396	2410553	+	protein-coding	SYNPCC7002_RS11550	SYNPCC7002_RS11550	SYNPCC7002_A2332	aminotransferase class V-fold PLP-dependent enzyme	-0.5161070769135832	0.7773265038209173	-0.480535349997296	0.2193159230899257	no	0.09014142748464622	NA	0.1652028513993644	NA	0.00295987397081076	NA	-0.07506142391471819	NA	-0.16224297742855365	NA	0.08718155351383546	NA	09190 Not Included in Pathway or Brite > 09191 Unclassified: metabolism > 99985 Amino acid metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11555	NC_010475.1	2411087	2411341	-	protein-coding	SYNPCC7002_RS11555	SYNPCC7002_RS11555	SYNPCC7002_A2334	penicillin-binding transpeptidase domain-containing protein	-0.00865802412514224	-0.950724933021297	0.1153541159633832	0.8440288411830381	no	0.22742120147234657	NA	-0.23373910028055545	NA	0.02734117969394236	NA	0.4611603017529019	NA	0.2610802799744978	NA	0.20008002177840417	NA	09160 Human Diseases > 09175 Drug resistance: antimicrobial > 01501 beta-Lactam resistance [PATH:syp01501]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	beta-Lactam resistance (syp01501)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11560	NC_010475.1	2411889	2412260	+	protein-coding	SYNPCC7002_RS11560	SYNPCC7002_RS11560	SYNPCC7002_A2335	hypothetical protein	1.4030391874936428	-0.8121903908516959	-0.8664868688155785	0.27563807217363684	yes	-0.892118906409108	3.593245993874852e-6	-1.782768878143982	2.8210081699675014e-20	-1.8424353123750663	4.0903705147863216e-20	0.890649971734874	8.501749550800085e-6	-0.05966643423108466	0.8667619196433882	0.9503164059659588	6.5704239244762415e-6	09130 Environmental Information Processing > 09131 Membrane transport > 03070 Bacterial secretion system [PATH:syp03070]	09180 Brite Hierarchies > 09183 Protein families: signaling and cellular processes > 02044 Secretion system [BR:syp02044]	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bacterial secretion system (syp03070)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11565	NC_010475.1	2412385	2412903	+	protein-coding	SYNPCC7002_RS11565	SYNPCC7002_RS11565	SYNPCC7002_A2336	hypothetical protein	-0.4251093554131844	0.2883093435731407	0.15726485214479818	-0.02046484030477327	no	0.0586978866222388	NA	0.11572937177125972	NA	0.09924936972523422	NA	-0.05703148514902093	NA	-0.0164800020460255	NA	-0.04055148310299542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11570	NC_010475.1	2412913	2413335	+	protein-coding	SYNPCC7002_RS11570	SYNPCC7002_RS11570	SYNPCC7002_A2337	YraN family protein	-0.7159180519201784	0.1523385814461974	0.21794376537814808	0.34563570509584973	no	0.13798691774313698	NA	0.11984440695168316	NA	0.1245093221855838	NA	0.01814251079145381	NA	0.00466491523390061	NA	0.0134775955575532	NA	09190 Not Included in Pathway or Brite > 09192 Unclassified: genetic information processing > 99976 Replication and repair	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11575	NC_010475.1	2413384	2414874	+	protein-coding	SYNPCC7002_RS11575	SYNPCC7002_RS11575	SYNPCC7002_A2338	BCD family MFS transporter	-1.5738452979783362	0.5149768784774299	0.2601961354000625	0.7986722841008422	yes	0.6530323968813074	1.064211771774323e-19	0.5742972764560073	1.9202135767064496e-15	0.5035940394892775	5.4874682470409835e-12	0.07873512042530016	0.5640968242545469	-0.07070323696672978	0.5640968242545469	0.14943835739202993	0.10368194428345752	09180 Brite Hierarchies > 09183 Protein families: signaling and cellular processes > 02000 Transporters [BR:syp02000]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11585	NC_010475.1	2416906	2418255	+	protein-coding	SYNPCC7002_RS11585	SYNPCC7002_RS11585	SYNPCC7002_A2340	UDP-glucose/GDP-mannose dehydrogenase family protein	-0.9525307402494388	1.1532315229658296	0.5923365416773174	-0.7930373243937457	yes	0.03265090556691633	0.7335599414292431	0.453745727044782	2.224333093240743e-9	0.3321516030666671	2.394256458251534e-5	-0.4210948214778656	2.6245405543384167e-8	-0.12159412397811492	0.20256684020109836	-0.2995006974997507	1.1649684015068816e-4	09100 Metabolism > 09101 Carbohydrate metabolism > 00040 Pentose and glucuronate interconversions [PATH:syp00040]	09100 Metabolism > 09101 Carbohydrate metabolism > 00053 Ascorbate and aldarate metabolism	09100 Metabolism > 09101 Carbohydrate metabolism > 00520 Amino sugar and nucleotide sugar metabolism [PATH:syp00520]	09100 Metabolism > 09107 Glycan biosynthesis and metabolism > 00541 O-Antigen nucleotide sugar biosynthesis [PATH:syp00541]	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of nucleotide sugars (syp01250)	Biosynthesis of cofactors (syp01240)	Pentose and glucuronate interconversions (syp00040)	Amino sugar and nucleotide sugar metabolism (syp00520)	O-Antigen nucleotide sugar biosynthesis (syp00541)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11590	NC_010475.1	2418419	2419645	-	protein-coding	sbcD	SYNPCC7002_RS11590	SYNPCC7002_A2342	exonuclease subunit SbcD	-1.5410868629388208	0.6471867942288166	0.43702205213824263	0.4568780165717724	yes	0.5013184633162856	1.83369469770847e-7	0.5528955180035534	5.0783528658642075e-9	0.4975227458368928	2.318923870771222e-7	-0.05157705468726781	1	-0.05537277216666054	1	0.00379571747939272	1	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03400 DNA repair and recombination proteins [BR:syp03400]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS16190	NC_010475.1	2419613	2421205	+	protein-coding	SYNPCC7002_RS16190	SYNPCC7002_RS16190	SYNPCC7002_A2341	peptidoglycan-binding protein	1.1438972193729045	-0.955641438963072	-0.4624869115346375	0.2742311311248031	yes	-0.21843133781828716	0.13832252609679618	-0.5228778819535936	5.91712306030827e-6	-0.3999894649012687	0.00109674119926462	0.3044465441353065	0.01971844466544383	0.12288841705232494	0.2824904625586367	0.18155812708298155	0.2021784694222493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11605	NC_010475.1	2421202	2422044	+	protein-coding	map	SYNPCC7002_RS11605	SYNPCC7002_A2343	type I methionyl aminopeptidase	-1.4632184566114166	-0.06596016667142526	0.6227244712028186	0.9064541520800282	yes	0.4334620405842627	2.314623030052843e-12	0.25559443781089125	8.643283940714667e-5	0.38232106370343	1.109668104896712e-9	0.17786760277337144	0.00807976715810787	0.12672662589253875	0.07053098246375754	0.05114097688083269	0.43131559111064655	09180 Brite Hierarchies > 09181 Protein families: metabolism > 01002 Peptidases and inhibitors [BR:syp01002]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11610	NC_010475.1	2422103	2423425	+	protein-coding	SYNPCC7002_RS11610	SYNPCC7002_RS11610	SYNPCC7002_A2344	DUF3370 domain-containing protein	-1.6574405445776752	0.5426708547047847	0.5192295100447438	0.5955401798281527	yes	1.0117257120779275	4.2096127116092034e-48	0.9896230528326624	2.7532690568882043e-46	0.9774649757593304	1.6492877459915482e-44	0.02210265924526522	1	-0.01215807707333194	1	0.03426073631859717	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11615	NC_010475.1	2423483	2424901	-	protein-coding	SYNPCC7002_RS11615	SYNPCC7002_RS11615	SYNPCC7002_A2345	ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N	1.5774979867920984	-0.3020444958869019	-0.4891645947929373	-0.7862888961122372	yes	-0.8175413263358028	6.610683505343033e-22	-0.6492222203286719	2.4462367912817507e-14	-0.7158997838063229	6.507065803706041e-17	-0.1683191060071309	0.1474467973999403	-0.06667756347765097	0.5083778344212656	-0.10164154252947992	0.5083778344212656	09100 Metabolism > 09108 Metabolism of cofactors and vitamins > 00860 Porphyrin metabolism [PATH:syp00860]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Porphyrin metabolism (syp00860)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11620	NC_010475.1	2425019	2425372	-	protein-coding	SYNPCC7002_RS11620	SYNPCC7002_RS11620	SYNPCC7002_A2346	DUF5331 domain-containing protein	1.3838512130465643	0.00484522163767376	-0.07086639160920086	-1.3178300430750216	yes	-1.1687414383847592	4.2328248926196946e-66	-0.5976519190502352	8.756852347938873e-19	-0.6299630059791709	2.977349368348155e-20	-0.571089519334524	1.0658998408806076e-16	-0.03231108692893571	0.7052111391869937	-0.5387784324055883	7.236505586216764e-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11625	NC_010475.1	2425556	2426416	-	protein-coding	bchL	SYNPCC7002_RS11625	SYNPCC7002_A2347	ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein	0.8611935228724087	0.16311698885080833	0.4954702523323931	-1.5197807640556134	yes	-1.370121728106458	1.837397477618025e-20	-0.39639145495396005	0.01609842546489278	-0.2085537502812437	0.3120041615556131	-0.9737302731524976	6.880087190963836e-11	0.18783770467271635	0.3120041615556131	-1.161567977825214	6.082659551078173e-15	09100 Metabolism > 09108 Metabolism of cofactors and vitamins > 00860 Porphyrin metabolism [PATH:syp00860]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Porphyrin metabolism (syp00860)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS17240	NC_010475.1	2426895	2427017	-	protein-coding	SYNPCC7002_RS17240	SYNPCC7002_RS17240	NA	hypothetical protein	-0.9492980347034364	-0.3008871524988367	0.11658513401985024	1.133600053182392	yes	0.45078471865633984	0.00178428777929351	0.14846241595994605	0.5358505114342714	0.2332537603621005	0.30647225354136115	0.3023223026963938	0.06296975325192514	0.08479134440215448	0.5461750132539316	0.21753095829423932	0.30647225354136115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11630	NC_010475.1	2427025	2427588	-	protein-coding	def	SYNPCC7002_RS11630	SYNPCC7002_A2348	peptide deformylase	-0.01940004498554717	-1.092014799297964	-0.2734272900304275	1.384842134314025	yes	0.26496043758695226	2.1805164287057335e-4	-0.20825212291827316	0.00480576585408212	-0.0526119045703837	0.47153726102341814	0.4732125605052254	2.037710114881383e-12	0.15564021834788946	0.03825251975614115	0.31757234215733593	6.161911161937716e-6	09190 Not Included in Pathway or Brite > 09191 Unclassified: metabolism > 99980 Enzymes with EC numbers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11635	NC_010475.1	2427661	2428065	+	protein-coding	SYNPCC7002_RS11635	SYNPCC7002_RS11635	SYNPCC7002_A2349	DUF4332 domain-containing protein	0.9687789191083388	0.04859543939552835	-1.0546693413304382	0.03729498282656762	yes	-0.6206724585333867	0.07187358867452105	-0.5680539720381067	0.07187358867452105	-1.2782132555918515	1.4661855543577654e-5	-0.05261848649527997	0.9426900063242452	-0.7101592835537447	0.05037261011678329	0.6575407970584648	0.07187358867452105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11640	NC_010475.1	2428445	2429419	+	protein-coding	SYNPCC7002_RS11640	SYNPCC7002_RS11640	SYNPCC7002_A2350	CHAD domain-containing protein	0.7730239804283715	-0.7418495765291239	-1.055118630416655	1.0239442265174066	yes	0.10092580084315392	0.5507638497276987	-0.6095856080286219	2.2848973532343468e-8	-0.7323106551900944	2.4346268386916604e-11	0.7105114088717759	5.250632249731047e-11	-0.12272504716147242	0.5507638497276987	0.8332364560332483	1.4132668185741616e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11645	NC_010475.1	2429382	2430215	-	protein-coding	SYNPCC7002_RS11645	SYNPCC7002_RS11645	SYNPCC7002_A2351	DUF3598 family protein	-1.2846665206581356	0.02640228266714578	0.771427034756603	0.4868372032343577	yes	0.3035660217394479	0.00319637791532259	0.22966748113988425	0.04053579885624877	0.35163052823219937	3.9821027287176953e-4	0.07389854059956368	0.8733799018355731	0.12196304709231512	0.530410949113053	-0.04806450649275146	0.8733799018355731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11650	NC_010475.1	2430659	2432035	+	protein-coding	SYNPCC7002_RS11650	SYNPCC7002_RS11650	SYNPCC7002_A2352	hypothetical protein	-0.2521677565453584	0.6627224105382931	0.8636045452004323	-1.2741591991933778	yes	-0.16893122832352775	0.1678598261241344	0.15656047510534216	0.1678598261241344	0.1903961081506557	0.11772433109145214	-0.3254917034288699	5.078166932286572e-4	0.03383563304531352	0.7641579669042945	-0.3593273364741834	1.1395512702497686e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11655	NC_010475.1	2432148	2434742	-	protein-coding	clpB	SYNPCC7002_RS11655	SYNPCC7002_A2353	ATP-dependent chaperone ClpB	-0.6438083661915759	-0.5090134775861044	-0.5152687335922361	1.6680905773699193	yes	2.4424654771025947	2.871657115974358e-224	0.14047432965316042	0.22701391198240584	0.13104247555370285	0.22701391198240584	2.301991147449434	4.470069382171966e-202	-0.00943185409945758	1	2.3114230015488912	2.0849807550351336e-202	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03110 Chaperones and folding catalysts [BR:syp03110]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11660	NC_010475.1	2434948	2436033	-	protein-coding	leuB	SYNPCC7002_RS11660	SYNPCC7002_A2354	3-isopropylmalate dehydrogenase	-1.625692653111531	0.6649077913649258	0.6922215721370856	0.26856328960952713	yes	1.4963104380742531	6.011977291393384e-48	1.8128430024012407	3.609639482581892e-70	1.834275158568625	1.7667302955150045e-71	-0.3165325643269874	0.00288953957063527	0.02143215616738419	0.9267023775380692	-0.3379647204943716	0.00204719279819045	09100 Metabolism > 09101 Carbohydrate metabolism > 00660 C5-Branched dibasic acid metabolism [PATH:syp00660]	09100 Metabolism > 09105 Amino acid metabolism > 00290 Valine, leucine and isoleucine biosynthesis [PATH:syp00290]	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	2-Oxocarboxylic acid metabolism (syp01210)	Biosynthesis of amino acids (syp01230)	C5-Branched dibasic acid metabolism (syp00660)	Valine, leucine and isoleucine biosynthesis (syp00290)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11665	NC_010475.1	2436070	2436339	+	protein-coding	SYNPCC7002_RS11665	SYNPCC7002_RS11665	NA	hypothetical protein	0.16985259195823416	-0.702811855478205	-0.9190214011178252	1.4519806646377935	yes	0.7050206199052965	3.516212283962717e-9	-0.4839379210188443	8.558396197194325e-5	-0.6079979740653657	1.2801627940447195e-6	1.1889585409241408	1.2503111711680151e-24	-0.12406005304652132	0.3341405245315921	1.313018593970662	1.0126102303758464e-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11670	NC_010475.1	2436346	2437578	+	protein-coding	SYNPCC7002_RS11670	SYNPCC7002_RS11670	SYNPCC7002_A2355	NAD(P)/FAD-dependent oxidoreductase	-0.7902157099953039	-0.20643243843727055	-0.5980422122881632	1.594690360720747	yes	1.848506747877677	5.3506310259553933e-48	0.461899313566052	9.896682713331684e-4	0.14386724296948014	0.2977354101407911	1.3866074343116253	7.150473103935052e-29	-0.31803207059657185	0.02641863620265497	1.7046395049081968	8.050690961906358e-42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11675	NC_010475.1	2437609	2439093	+	protein-coding	SYNPCC7002_RS11675	SYNPCC7002_RS11675	SYNPCC7002_A2356	TldD/PmbA family protein	-0.4784997178185504	-0.4172093451349436	-0.7283546330518473	1.624063696005336	yes	0.9228685090972688	2.997007627374861e-28	0.02909951001027366	0.8148289832989919	-0.11092064097707131	0.4236724508709807	0.8937689990869951	1.902224528281324e-27	-0.140020150987345	0.31099447141949127	1.03378915007434	1.9743124929140697e-35	09180 Brite Hierarchies > 09181 Protein families: metabolism > 01002 Peptidases and inhibitors [BR:syp01002]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11680	NC_010475.1	2439285	2440064	+	protein-coding	SYNPCC7002_RS11680	SYNPCC7002_RS11680	SYNPCC7002_A2357	rRNA pseudouridine synthase	-1.3653456940660933	0.5280772672064704	0.06151785890429756	0.7757505679552901	yes	0.6186948523042701	1.9544917391407977e-7	0.560362432233047	3.255856041265417e-6	0.41264148418970936	0.0011010904307199	0.05833242007122308	0.6713044940422271	-0.1477209480433377	0.4139742965293053	0.2060533681145608	0.2166417812472774	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03009 Ribosome biogenesis [BR:syp03009]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11685	NC_010475.1	2440061	2440894	+	protein-coding	SYNPCC7002_RS11685	SYNPCC7002_RS11685	SYNPCC7002_A2358	DUF4115 domain-containing protein	-1.460045875903565	0.5598143985791193	0.14451224057240258	0.7557192367520296	yes	0.6612445694822273	1.7986037050464426e-10	0.6020269513643227	8.362692007308471e-9	0.49155135088307605	3.895194574861717e-6	0.05921761811790455	0.6136525579092368	-0.11047560048124667	0.5906099708250689	0.16969321859915124	0.2894330887239161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11690	NC_010475.1	2440897	2441742	-	protein-coding	rsmI	SYNPCC7002_RS11690	SYNPCC7002_A2359	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	-1.3950022792398222	0.9044427913514178	0.435171802223763	0.05538768566464276	yes	0.4796163206139798	0.00109228001375759	0.7541445793616796	2.620033882889196e-8	0.5954087885237115	3.290187304952418e-5	-0.27452825874769976	0.07841323257950757	-0.15873579083796813	0.43107409265411856	-0.11579246790973163	0.43107409265411856	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03009 Ribosome biogenesis [BR:syp03009]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11695	NC_010475.1	2441777	2442880	-	protein-coding	SYNPCC7002_RS11695	SYNPCC7002_RS11695	SYNPCC7002_A2360	FAD-binding oxidoreductase	-1.568903311119621	0.665752214680154	0.45191308969098487	0.4512380067484802	yes	0.5452228960864263	2.7921224884941307e-9	0.6061622534050571	1.9097388283182357e-11	0.5474728592621236	2.7921224884941307e-9	-0.06093935731863089	1	-0.05868939414293354	1	-0.00224996317569735	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11700	NC_010475.1	2442884	2443810	-	protein-coding	SYNPCC7002_RS11700	SYNPCC7002_RS11700	SYNPCC7002_A2361	class I SAM-dependent methyltransferase	-1.4970339949573652	0.15340214310796327	0.7104813046679948	0.6331505471813699	yes	0.3067438033323855	5.934187900886416e-6	0.2401092217046154	5.790014229614125e-4	0.3183442015770566	2.751781988169637e-6	0.06663458162777007	0.6783568269122418	0.0782349798724412	0.6783568269122418	-0.01160039824467112	0.9523141501026864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11705	NC_010475.1	2444015	2444359	+	protein-coding	SYNPCC7002_RS11705	SYNPCC7002_RS11705	SYNPCC7002_A2362	DUF760 domain-containing protein	0.7086722314734313	-0.9598979521410976	-0.7268398192762122	0.9780655399438868	yes	0.07568167256795671	1	-0.5646283936292854	9.126019822744014e-6	-0.48583156960725743	1.4049751265389314e-4	0.6403100661972421	2.2438366418005954e-7	0.07879682402202794	1	0.5615132421752141	9.126019822744014e-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11710	NC_010475.1	2444468	2445358	-	protein-coding	SYNPCC7002_RS11710	SYNPCC7002_RS11710	SYNPCC7002_A2363	S1 RNA-binding domain-containing protein	1.2196905843964598	-1.0163741693636372	-0.23953496501684465	0.03621854998402216	yes	-0.1588791549534261	0.12336915244627092	-0.29705184948823626	2.1170402204812684e-4	-0.1958690969915779	0.03931925441930688	0.13817269453481018	0.17861777187113234	0.1011827524966584	0.3585920608443884	0.03698994203815177	0.6805109549699092	09120 Genetic Information Processing > 09122 Translation > 03010 Ribosome [PATH:syp03010]	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03011 Ribosome [BR:syp03011]	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ribosome (syp03010)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS11715	NC_010475.1	2445446	2447254	-	protein-coding	SYNPCC7002_RS11715	SYNPCC7002_RS11715	SYNPCC7002_A2364	EAL domain-containing protein	1.6356352540797972	-0.3412362102101414	-0.6308065219318106	-0.663592521937854	yes	-1.042524669027421	5.606662510657574e-41	-0.8950321604018322	4.118909348671879e-31	-1.0279433519429957	3.238259211833208e-39	-0.14749250862558894	0.19313637314751397	-0.13291119154116338	0.20064132527689577	-0.01458131708442556	0.9560305755829408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
