old_locus_tag	level1	level2	level3	level4	level5	level6
SYNPCC7002_A2054	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.13  Exoribonucleases producing 5'-phosphomonoesters	3.1.13.5  ribonuclease D	
SYNPCC7002_C0006	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.21  Endodeoxyribonucleases producing 5'-phosphomonoesters	3.1.21.3  type I site-specific deoxyribonuclease	
SYNPCC7002_C0004	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.21  Endodeoxyribonucleases producing 5'-phosphomonoesters	3.1.21.3  type I site-specific deoxyribonuclease	
SYNPCC7002_A1189	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.21  Endodeoxyribonucleases producing 5'-phosphomonoesters	3.1.21.4  type II site-specific deoxyribonuclease	
SYNPCC7002_E0035	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.21  Endodeoxyribonucleases producing 5'-phosphomonoesters	3.1.21.5  type III site-specific deoxyribonuclease	
SYNPCC7002_A1579	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.21  Endodeoxyribonucleases producing 5'-phosphomonoesters	3.1.21.7  deoxyribonuclease V	
SYNPCC7002_A0630	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.21  Endodeoxyribonucleases producing 5'-phosphomonoesters	3.1.21.10  crossover junction endodeoxyribonuclease	
SYNPCC7002_A0840	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.21  Endodeoxyribonucleases producing 5'-phosphomonoesters	3.1.21.10  crossover junction endodeoxyribonuclease	
SYNPCC7002_A0061	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.26  Endoribonucleases producing 5'-phosphomonoesters	3.1.26.3  ribonuclease III	
SYNPCC7002_A2542	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.26  Endoribonucleases producing 5'-phosphomonoesters	3.1.26.3  ribonuclease III	
SYNPCC7002_A1706	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.26  Endoribonucleases producing 5'-phosphomonoesters	3.1.26.4  ribonuclease H	
SYNPCC7002_A2472	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.26  Endoribonucleases producing 5'-phosphomonoesters	3.1.26.4  ribonuclease H	
SYNPCC7002_A0989	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.26  Endoribonucleases producing 5'-phosphomonoesters	3.1.26.5  ribonuclease P	
SYNPCC7002_A2807	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.26  Endoribonucleases producing 5'-phosphomonoesters	3.1.26.11  tRNase Z	
SYNPCC7002_A0788	Enzymes	3. Hydrolases	3.1  Acting on ester bonds	3.1.26  Endoribonucleases producing 5'-phosphomonoesters	3.1.26.12  ribonuclease E	
SYNPCC7002_A0075	Enzymes	3. Hydrolases	3.2  Glycosylases	3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds	3.2.1.21  beta-glucosidase	
SYNPCC7002_A1252	Enzymes	3. Hydrolases	3.2  Glycosylases	3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds	3.2.1.24  alpha-mannosidase	
SYNPCC7002_A2862	Enzymes	3. Hydrolases	3.2  Glycosylases	3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds	3.2.1.45  glucosylceramidase	
SYNPCC7002_A1816	Enzymes	3. Hydrolases	3.2  Glycosylases	3.2.2  Hydrolysing N-glycosyl compounds	3.2.2.23  DNA-formamidopyrimidine glycosylase	
SYNPCC7002_A0044	Enzymes	3. Hydrolases	3.2  Glycosylases	3.2.2  Hydrolysing N-glycosyl compounds	3.2.2.27  uracil-DNA glycosylase	
SYNPCC7002_A2741	Enzymes	3. Hydrolases	3.2  Glycosylases	3.2.2  Hydrolysing N-glycosyl compounds	3.2.2.31  adenine glycosylase	
SYNPCC7002_A2460	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.11  Aminopeptidases	3.4.11.1  leucyl aminopeptidase	
SYNPCC7002_A0435	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.11  Aminopeptidases	3.4.11.2  membrane alanyl aminopeptidase	
SYNPCC7002_A0899	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.11  Aminopeptidases	3.4.11.5  prolyl aminopeptidase	
SYNPCC7002_A0352	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.11  Aminopeptidases	3.4.11.9  Xaa-Pro aminopeptidase	
SYNPCC7002_A1277	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.11  Aminopeptidases	3.4.11.18  methionyl aminopeptidase	
SYNPCC7002_A2343	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.11  Aminopeptidases	3.4.11.18  methionyl aminopeptidase	
SYNPCC7002_A2266	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.13  Dipeptidases	3.4.13.22  D-Ala-D-Ala dipeptidase	
SYNPCC7002_A2184	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.14  Dipeptidyl-peptidases and tripeptidyl-peptidases	3.4.14.13  gamma-D-glutamyl-L-lysine dipeptidyl-peptidase	
SYNPCC7002_A2406	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.15  Peptidyl-dipeptidases	3.4.15.6  cyanophycinase	
SYNPCC7002_A2609	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.16  Serine-type carboxypeptidases	3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase	
SYNPCC7002_A2300	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.16  Serine-type carboxypeptidases	3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase	
SYNPCC7002_A0138	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.16  Serine-type carboxypeptidases	3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase	
SYNPCC7002_A1926	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.16  Serine-type carboxypeptidases	3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase	
SYNPCC7002_A1608	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.16  Serine-type carboxypeptidases	3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase	
SYNPCC7002_A0816	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.16  Serine-type carboxypeptidases	3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase	
SYNPCC7002_A0594	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.17  Metallocarboxypeptidases	3.4.17.13  muramoyltetrapeptide carboxypeptidase	
SYNPCC7002_A2145	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.17  Metallocarboxypeptidases	3.4.17.14  zinc D-Ala-D-Ala carboxypeptidase	
SYNPCC7002_A1439	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.19  Omega peptidases	3.4.19.3  pyroglutamyl-peptidase I	
SYNPCC7002_A0824	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.19  Omega peptidases	3.4.19.5  beta-aspartyl-peptidase	
SYNPCC7002_G0134	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.19  Omega peptidases	3.4.19.13  glutathione gamma-glutamate hydrolase	
SYNPCC7002_A2059	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.53  endopeptidase La	
SYNPCC7002_A1849	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.88  repressor LexA	
SYNPCC7002_A1435	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.89  signal peptidase I	
SYNPCC7002_A0767	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.89  signal peptidase I	
SYNPCC7002_A1193	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.92  endopeptidase Clp	
SYNPCC7002_A1194	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.92  endopeptidase Clp	
SYNPCC7002_A1535	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.92  endopeptidase Clp	
SYNPCC7002_A1847	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.92  endopeptidase Clp	
SYNPCC7002_A0843	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.102  C-terminal processing peptidase	
SYNPCC7002_A0213	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.102  C-terminal processing peptidase	
SYNPCC7002_A1844	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.21  Serine endopeptidases	3.4.21.102  C-terminal processing peptidase	
SYNPCC7002_A0311	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.23  Aspartic endopeptidases	3.4.23.36  signal peptidase II	
SYNPCC7002_A2604	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.23  Aspartic endopeptidases	3.4.23.43  prepilin peptidase	
SYNPCC7002_A0434	Enzymes	3. Hydrolases	3.4  Acting on peptide bonds (peptidases)	3.4.24  Metalloendopeptidases	3.4.24.70  oligopeptidase A	
SYNPCC7002_A1090	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.1  asparaginase	
SYNPCC7002_A0824	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.1  asparaginase	
SYNPCC7002_A1545	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.2  glutaminase	
SYNPCC7002_A0193	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.5  urease	
SYNPCC7002_A2437	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.5  urease	
SYNPCC7002_A1319	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.5  urease	
SYNPCC7002_A1006	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.10  formyltetrahydrofolate deformylase	
SYNPCC7002_A2827	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.25  N-acetylglucosamine-6-phosphate deacetylase	
SYNPCC7002_A0578	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.28  N-acetylmuramoyl-L-alanine amidase	
SYNPCC7002_A0584	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.28  N-acetylmuramoyl-L-alanine amidase	
SYNPCC7002_A2348	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.88  peptide deformylase	
SYNPCC7002_A1994	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.104  peptidoglycan-N-acetylglucosamine deacetylase	
SYNPCC7002_A0319	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.108  UDP-3-O-acyl-N-acetylglucosamine deacetylase	
SYNPCC7002_A2012	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.1  In linear amides	3.5.1.128  deaminated glutathione amidase	
SYNPCC7002_A2097	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.2  In cyclic amides	3.5.2.3  dihydroorotase	
SYNPCC7002_A2070	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.2  In cyclic amides	3.5.2.3  dihydroorotase	
SYNPCC7002_A1262	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.2  In cyclic amides	3.5.2.6  beta-lactamase	
SYNPCC7002_A2334	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.2  In cyclic amides	3.5.2.6  beta-lactamase	
SYNPCC7002_A2513	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.2  In cyclic amides	3.5.2.9  5-oxoprolinase (ATP-hydrolysing)	
SYNPCC7002_A1751	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.3  In linear amidines	3.5.3.11  agmatinase	
SYNPCC7002_A1109	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.3  In linear amidines	3.5.3.24  N1-aminopropylagmatine ureohydrolase	
SYNPCC7002_A0271	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.3  In linear amidines	3.5.3.27  arginine dihydrolase	
SYNPCC7002_A0954	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.4  In cyclic amidines	3.5.4.4  adenosine deaminase	
SYNPCC7002_A0889	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.4  In cyclic amidines	3.5.4.9  methenyltetrahydrofolate cyclohydrolase	
SYNPCC7002_A1691	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.4  In cyclic amidines	3.5.4.10  IMP cyclohydrolase	
SYNPCC7002_A1310	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.4  In cyclic amidines	3.5.4.13  dCTP deaminase	
SYNPCC7002_G0128	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.4  In cyclic amidines	3.5.4.16  GTP cyclohydrolase I	
SYNPCC7002_A2444	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.4  In cyclic amidines	3.5.4.16  GTP cyclohydrolase I	
SYNPCC7002_A0488	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.4  In cyclic amidines	3.5.4.19  phosphoribosyl-AMP cyclohydrolase	
SYNPCC7002_A0427	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.4  In cyclic amidines	3.5.4.25  GTP cyclohydrolase II	
SYNPCC7002_A1465	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.4  In cyclic amidines	3.5.4.26  diaminohydroxyphosphoribosylaminopyrimidine deaminase	
SYNPCC7002_A2067	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.4  In cyclic amidines	3.5.4.33  tRNA(adenine34) deaminase	
SYNPCC7002_A0664	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.5  In nitriles	3.5.5.1  nitrilase	
SYNPCC7002_A0617	Enzymes	3. Hydrolases	3.5  Acting on carbon-nitrogen bonds, other than peptide bonds	3.5.99  In other compounds	3.5.99.10  2-iminobutanoate/2-iminopropanoate deaminase	
SYNPCC7002_A1228	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.1  inorganic diphosphatase	
SYNPCC7002_A1401	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.11  exopolyphosphatase	
SYNPCC7002_A0122	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.13  ADP-ribose diphosphatase	
SYNPCC7002_A0012	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.13  ADP-ribose diphosphatase	
SYNPCC7002_A0155	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.23  dUTP diphosphatase	
SYNPCC7002_A0260	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.27  undecaprenyl-diphosphate phosphatase	
SYNPCC7002_A0488	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.31  phosphoribosyl-ATP diphosphatase	
SYNPCC7002_A1401	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.40  guanosine-5'-triphosphate,3'-diphosphate phosphatase	
SYNPCC7002_A0060	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.55  8-oxo-dGTP diphosphatase	
SYNPCC7002_A0616	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.55  8-oxo-dGTP diphosphatase	
SYNPCC7002_A2383	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.55  8-oxo-dGTP diphosphatase	
SYNPCC7002_A0601	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.1  In phosphorus-containing anhydrides	3.6.1.66  XTP/dITP diphosphatase	
SYNPCC7002_A1622	Enzymes	3. Hydrolases	3.6  Acting on acid anhydrides	3.6.5  Acting on GTP to facilitate cellular and subcellular movement	3.6.5.4  signal-recognition-particle GTPase	
SYNPCC7002_A0847	Enzymes	3. Hydrolases	3.13  Acting on carbon-sulfur bonds	3.13.1  Acting on carbon-sulfur bonds	3.13.1.1  UDP-sulfoquinovose synthase	
SYNPCC7002_A2069	Enzymes	3. Hydrolases	3.13  Acting on carbon-sulfur bonds	3.13.2  Thioether and trialkylsulfonium hydrolases	3.13.2.1  adenosylhomocysteinase	
SYNPCC7002_A0264	Enzymes	3. Hydrolases	3.13  Acting on carbon-sulfur bonds	3.13.2  Thioether and trialkylsulfonium hydrolases	3.13.2.3  (R)-S-adenosyl-L-methionine hydrolase (adenosine-forming)	
SYNPCC7002_A2530	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.11  aspartate 1-decarboxylase	
SYNPCC7002_A1808	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.19  arginine decarboxylase	
SYNPCC7002_A0097	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.20  diaminopimelate decarboxylase	
SYNPCC7002_A0547	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.23  orotidine-5'-phosphate decarboxylase	
SYNPCC7002_A0610	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.23  orotidine-5'-phosphate decarboxylase	
SYNPCC7002_A1414	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.31  phosphoenolpyruvate carboxylase	
SYNPCC7002_A2339	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.35  UDP-glucuronate decarboxylase	
SYNPCC7002_A1427	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.36  phosphopantothenoylcysteine decarboxylase	
SYNPCC7002_A0823	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.37  uroporphyrinogen decarboxylase	
SYNPCC7002_A1798	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.39  ribulose-bisphosphate carboxylase	
SYNPCC7002_A1796	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.39  ribulose-bisphosphate carboxylase	
SYNPCC7002_A1348	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.48  indole-3-glycerol-phosphate synthase	
SYNPCC7002_A0430	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.50  adenosylmethionine decarboxylase	
SYNPCC7002_G0024	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.86  diaminobutyrate decarboxylase	
SYNPCC7002_A1113	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.1  Carboxy-lyases	4.1.1.98  4-hydroxy-3-polyprenylbenzoate decarboxylase	
SYNPCC7002_A0756	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.2  Aldehyde-lyases	4.1.2.4  deoxyribose-phosphate aldolase	
SYNPCC7002_A1352	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.2  Aldehyde-lyases	4.1.2.13  fructose-bisphosphate aldolase	
SYNPCC7002_A0010	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.2  Aldehyde-lyases	4.1.2.13  fructose-bisphosphate aldolase	
SYNPCC7002_A0130	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.2  Aldehyde-lyases	4.1.2.14  2-dehydro-3-deoxy-phosphogluconate aldolase	
SYNPCC7002_A0457	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.2  Aldehyde-lyases	4.1.2.50  6-carboxytetrahydropterin synthase	
SYNPCC7002_A0681	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.3  Oxo-acid-lyases	4.1.3.27  anthranilate synthase	
SYNPCC7002_A1762	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.3  Oxo-acid-lyases	4.1.3.27  anthranilate synthase	
SYNPCC7002_A0268	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.3  Oxo-acid-lyases	4.1.3.36  1,4-dihydroxy-2-naphthoyl-CoA synthase	
SYNPCC7002_A0380	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.3  Oxo-acid-lyases	4.1.3.38  aminodeoxychorismate lyase	
SYNPCC7002_A0518	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.3  Oxo-acid-lyases	4.1.3.40  chorismate lyase	
SYNPCC7002_A0130	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.3  Oxo-acid-lyases	4.1.3.42  (4S)-4-hydroxy-2-oxoglutarate aldolase	
SYNPCC7002_A2796	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.99  Other carbon-carbon lyases	4.1.99.3  deoxyribodipyrimidine photo-lyase	
SYNPCC7002_A0427	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.99  Other carbon-carbon lyases	4.1.99.12  3,4-dihydroxy-2-butanone-4-phosphate synthase	
SYNPCC7002_A2298	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.99  Other carbon-carbon lyases	4.1.99.13  (6-4)DNA photolyase	
SYNPCC7002_A0831	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.99  Other carbon-carbon lyases	4.1.99.17  phosphomethylpyrimidine synthase	
SYNPCC7002_A1361	Enzymes	4. Lyases	4.1  Carbon-carbon lyases	4.1.99  Other carbon-carbon lyases	4.1.99.22  GTP 3',8-cyclase	
SYNPCC7002_A1997	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.1  carbonic anhydrase	
SYNPCC7002_A1096	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.1  carbonic anhydrase	
SYNPCC7002_A1683	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.3  aconitate hydratase	
SYNPCC7002_A0652	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.9  dihydroxy-acid dehydratase	
SYNPCC7002_A2527	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.10  3-dehydroquinate dehydratase	
SYNPCC7002_A0073	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.11  phosphopyruvate hydratase	
SYNPCC7002_A1985	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.19  imidazoleglycerol-phosphate dehydratase	
SYNPCC7002_A0562	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.20  tryptophan synthase	
SYNPCC7002_A0296	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.20  tryptophan synthase	
SYNPCC7002_G0127	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.24  porphobilinogen synthase	
SYNPCC7002_A1753	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.24  porphobilinogen synthase	
SYNPCC7002_A1353	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.33  3-isopropylmalate dehydratase	
SYNPCC7002_A0456	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.33  3-isopropylmalate dehydratase	
SYNPCC7002_A1353	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.35  (R)-2-methylmalate dehydratase	
SYNPCC7002_A0456	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.35  (R)-2-methylmalate dehydratase	
SYNPCC7002_A2565	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.47  GDP-mannose 4,6-dehydratase	
SYNPCC7002_A2404	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.51  prephenate dehydratase	
SYNPCC7002_A0070	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.59  3-hydroxyacyl-[acyl-carrier-protein] dehydratase	
SYNPCC7002_A1192	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.75  uroporphyrinogen-III synthase	
SYNPCC7002_D0007	Enzymes	4. Lyases	4.2  Carbon-oxygen lyases	4.2.1  Hydro-lyases	4.2.1.84  nitrile hydratase	
